	GENE	ctrl_mean_reads	mean_fc	eb_std	zscore	std sgRNAs/gene	numObs
TRHDE-4	TRHDE	942.333	-0.130	0.781	-0.167	0.183	5.000
TMPRSS12-1	TMPRSS12	941.667	0.034	0.781	0.043	0.186	5.000
BMP10-5	BMP10	941.333	-0.332	0.781	-0.425	0.192	5.000
chr5_9	chr5_9	939.667	-0.121	0.781	-0.155	0.000	1.000
ZNF736-3	ZNF736	939.667	-0.125	0.781	-0.160	0.360	5.000
SYNGR2-4	SYNGR2	937.000	-0.029	0.781	-0.037	0.170	5.000
PCDHGA9-5	PCDHGA9	936.667	-0.121	0.799	-0.151	0.293	5.000
ASPG-1	ASPG	936.333	-0.022	0.799	-0.027	0.388	5.000
MTERF1-5	MTERF1	936.333	-0.298	0.799	-0.373	0.327	5.000
ZNF692-4	ZNF692	936.000	-0.179	0.799	-0.224	0.396	5.000
POLI-1	POLI	935.000	0.287	0.799	0.360	0.122	5.000
CYP4F8-2	CYP4F8	934.000	0.270	0.799	0.338	0.241	5.000
BMP7-1	BMP7	933.333	-0.168	0.799	-0.210	0.128	5.000
GUCY2C-5	GUCY2C	932.667	0.090	0.799	0.113	0.196	5.000
KDM3A-1	KDM3A	932.667	-0.155	0.799	-0.194	0.362	5.000
SHCBP1L-2	SHCBP1L	932.000	-0.046	0.799	-0.058	0.223	5.000
COPS2-2	COPS2	930.667	-1.274	0.799	-1.593	0.856	5.000
POLD4-3	POLD4	930.333	-0.246	0.799	-0.307	0.146	5.000
PCDHA1-3	PCDHA1	930.000	-0.164	0.799	-0.205	0.107	5.000
IL18-1	IL18	928.000	0.060	0.799	0.075	0.347	5.000
VAV3-4	VAV3	926.000	0.020	0.799	0.024	0.194	5.000
ADAM7-5	ADAM7	923.667	-0.134	0.799	-0.168	0.218	5.000
DMC1-4	DMC1	922.667	-0.072	0.799	-0.090	0.344	5.000
MLXIPL-1	MLXIPL	922.000	-0.180	0.799	-0.226	0.240	5.000
PCTP-3	PCTP	921.667	-0.105	0.799	-0.132	0.227	5.000
VWA5B1-5	VWA5B1	920.000	-0.895	0.799	-1.120	0.560	5.000
MTERF1-3	MTERF1	919.667	-0.295	0.799	-0.369	0.327	5.000
chr18_2	chr18_2	918.000	0.239	0.799	0.299	0.000	1.000
ZNF200-1	ZNF200	917.667	0.062	0.799	0.077	0.219	5.000
PSMC2-5	PSMC2	917.333	-0.869	0.799	-1.087	0.576	5.000
ZNF431-3	ZNF431	917.333	0.067	0.799	0.084	0.557	5.000
PSMD7-3	PSMD7	917.000	-1.332	0.817	-1.630	0.701	5.000
BLCAP-5	BLCAP	916.333	-0.381	0.817	-0.466	0.238	5.000
PRRT3-2	PRRT3	916.333	-0.051	0.817	-0.063	0.449	5.000
RNF216-5	RNF216	916.000	-0.149	0.817	-0.182	0.360	5.000
IHH-3	IHH	916.000	0.234	0.817	0.286	0.296	4.000
SMIM18-1	SMIM18	915.333	0.121	0.817	0.148	0.143	5.000
CAMK1D-4	CAMK1D	914.667	-0.051	0.817	-0.062	0.276	5.000
GLT8D1-3	GLT8D1	913.667	-0.153	0.817	-0.188	0.226	5.000
PCDHA1-1	PCDHA1	912.667	-0.137	0.817	-0.168	0.107	5.000
CST1-5	CST1	911.000	0.010	0.817	0.012	0.313	5.000
PSMD6-2	PSMD6	911.000	0.053	0.817	0.065	0.551	5.000
chr5_3	chr5_3	910.333	0.059	0.817	0.072	0.000	1.000
USP20-4	USP20	910.000	-0.399	0.817	-0.488	0.270	5.000
VEZT-1	VEZT	908.667	-1.095	0.817	-1.339	1.218	5.000
SLC39A5-3	SLC39A5	908.333	-0.306	0.817	-0.374	0.255	5.000
CPT2-1	CPT2	907.667	0.051	0.817	0.062	0.129	5.000
RPL22L1-5	RPL22L1	906.000	0.078	0.817	0.096	0.129	5.000
GLYATL1-3	GLYATL1	904.667	0.120	0.817	0.147	0.186	5.000
RPL3-1	RPL3	904.667	-0.303	0.817	-0.370	0.404	5.000
ZNF341-5	ZNF341	904.000	-0.998	0.817	-1.221	0.418	5.000
RHOG-1	RHOG	904.000	-0.730	0.817	-0.894	0.220	5.000
GUCY2C-1	GUCY2C	903.667	0.078	0.817	0.095	0.196	5.000
B3GNT5-3	B3GNT5	903.667	-0.133	0.817	-0.163	0.230	5.000
DIDO1-3	DIDO1	903.000	-1.048	0.817	-1.282	0.921	5.000
MOGAT1-2	MOGAT1	902.333	-0.182	0.817	-0.223	0.327	5.000
chr9_4	chr9_4	900.667	-0.177	0.841	-0.210	0.000	1.000
HIST1H2BH-3	HIST1H2BH	899.667	0.079	0.841	0.094	0.404	5.000
OR8S1-4	OR8S1	899.000	-0.005	0.841	-0.006	0.431	5.000
RPL22L1-4	RPL22L1	899.000	-0.053	0.841	-0.063	0.129	5.000
POLD3-5	POLD3	898.667	-0.007	0.841	-0.009	0.876	5.000
COL4A1-1	COL4A1	897.667	0.025	0.841	0.030	0.475	5.000
DNTTIP1-3	DNTTIP1	896.667	-0.017	0.841	-0.020	0.344	5.000
NUP98-1	NUP98	896.333	-0.163	0.841	-0.194	0.504	5.000
KHDRBS3-2	KHDRBS3	894.667	-0.021	0.841	-0.025	0.068	5.000
RFC2-3	RFC2	894.333	-2.722	0.841	-3.236	0.900	5.000
DXO-3	DXO	894.333	-0.008	0.841	-0.009	0.151	5.000
TRABD-5	TRABD	893.667	-0.567	0.841	-0.674	0.235	5.000
PROX1-1	PROX1	893.000	0.291	0.841	0.346	0.219	5.000
POLD4-5	POLD4	892.667	-0.354	0.841	-0.421	0.146	5.000
NUMB-3	NUMB	892.333	-0.223	0.841	-0.265	0.256	5.000
HIST1H2AE-4	HIST1H2AE	891.333	-0.512	0.841	-0.609	0.228	5.000
IL18-2	IL18	891.000	-0.030	0.841	-0.036	0.347	5.000
IGFLR1-3	IGFLR1	891.000	0.217	0.841	0.258	0.221	5.000
HIST3H2BB-3	HIST3H2BB	887.333	-1.401	0.841	-1.665	0.719	5.000
chr12_3	chr12_3	886.333	-0.158	0.841	-0.188	0.000	1.000
chr10_1	chr10_1	885.667	-0.109	0.841	-0.129	0.000	1.000
COL14A1-2	COL14A1	884.667	-0.150	0.841	-0.178	0.188	5.000
NUP133-1	NUP133	883.333	-0.502	0.841	-0.597	0.621	5.000
RLN2-5	RLN2	882.000	0.024	0.841	0.028	0.199	5.000
chr19_4	chr19_4	881.000	-0.298	0.841	-0.355	0.000	1.000
RPS19-1	RPS19	881.000	0.228	0.853	0.267	0.928	5.000
CLDN7-1	CLDN7	880.333	-0.088	0.853	-0.103	0.392	5.000
TESK1-1	TESK1	880.333	-0.387	0.853	-0.454	0.376	5.000
PABPC1L-2	PABPC1L	878.333	-0.249	0.853	-0.292	0.636	5.000
TRIM49C-2	TRIM49C	878.333	-0.574	0.853	-0.673	0.407	5.000
POTEH-4	POTEH	877.667	-0.763	0.853	-0.894	0.204	5.000
chr15_6	chr15_6	876.333	-0.122	0.853	-0.143	0.000	1.000
RPL18A-3	RPL18A	874.667	-0.563	0.853	-0.660	0.260	5.000
RPS3A-5	RPS3A	873.667	-0.795	0.853	-0.932	0.321	5.000
CEP68-3	CEP68	871.333	0.108	0.853	0.126	0.531	5.000
ADAM9-3	ADAM9	871.000	-0.065	0.853	-0.077	0.338	5.000
CEACAM5-5	CEACAM5	870.667	-0.196	0.853	-0.229	0.302	5.000
NME5-5	NME5	868.000	0.004	0.853	0.005	0.239	5.000
ZCCHC10-1	ZCCHC10	867.667	-0.061	0.853	-0.071	0.386	5.000
MLF1-3	MLF1	867.667	0.128	0.853	0.150	0.233	5.000
RAD1-1	RAD1	867.000	-3.107	0.853	-3.642	2.097	5.000
GGA3-2	GGA3	866.333	-0.378	0.853	-0.443	0.258	5.000
EEF1B2-1	EEF1B2	866.000	-0.389	0.853	-0.455	0.482	5.000
LYPD8-5	LYPD8	865.667	0.096	0.853	0.113	0.416	5.000
LMNA-2	LMNA	865.333	-0.406	0.853	-0.476	0.400	5.000
LYPD5-5	LYPD5	864.667	-0.272	0.853	-0.319	0.176	5.000
FAM71E1-5	FAM71E1	864.333	0.186	0.853	0.218	0.341	5.000
MPP3-3	MPP3	864.333	-0.374	0.853	-0.439	0.135	5.000
SLC16A13-4	SLC16A13	864.000	-0.098	0.853	-0.115	0.161	5.000
ZNF431-4	ZNF431	863.667	-0.083	0.853	-0.098	0.557	5.000
CC2D2B-2	CC2D2B	863.667	-0.014	0.862	-0.016	0.311	5.000
LTN1-3	LTN1	863.667	-0.289	0.862	-0.336	0.575	5.000
MCRIP2-5	MCRIP2	863.333	-0.097	0.862	-0.113	0.555	5.000
NOS1-4	NOS1	862.333	0.126	0.862	0.146	0.422	5.000
PMS1-1	PMS1	862.000	-0.054	0.862	-0.063	0.215	5.000
NEDD4-1	NEDD4	861.333	0.038	0.862	0.045	0.245	5.000
MYOT-1	MYOT	861.000	0.003	0.862	0.003	0.232	5.000
MADD-5	MADD	861.000	-0.088	0.862	-0.102	0.136	5.000
FOXO1-1	FOXO1	860.667	-0.020	0.862	-0.023	0.166	5.000
ERICH5-4	ERICH5	860.333	-0.020	0.862	-0.023	0.380	5.000
TFG-4	TFG	858.333	-0.904	0.862	-1.049	0.958	5.000
ERCC4-4	ERCC4	856.667	-1.095	0.862	-1.270	2.861	5.000
MSH4-2	MSH4	855.333	0.129	0.862	0.150	0.272	5.000
OGFOD1-2	OGFOD1	855.000	0.363	0.862	0.421	0.355	5.000
SOCS7-2	SOCS7	854.333	-0.185	0.862	-0.215	0.484	5.000
FTSJ3-3	FTSJ3	853.000	-0.147	0.862	-0.171	0.982	5.000
NUP98-3	NUP98	851.000	-0.752	0.862	-0.873	0.504	5.000
TBX10-3	TBX10	851.000	-0.221	0.862	-0.257	0.409	5.000
INO80C-1	INO80C	850.000	-1.042	0.862	-1.209	0.494	5.000
MRPS26-5	MRPS26	850.000	-3.588	0.862	-4.165	1.214	5.000
NUMB-1	NUMB	850.000	-0.413	0.862	-0.480	0.256	5.000
CEP78-5	CEP78	849.667	-0.061	0.862	-0.071	0.301	5.000
DENND6A-3	DENND6A	849.333	0.368	0.862	0.427	0.035	4.000
ZSWIM3-2	ZSWIM3	848.333	-0.015	0.862	-0.018	0.138	5.000
NUP98-2	NUP98	848.333	-0.869	0.862	-1.009	0.504	5.000
RPL9-5	RPL9	848.333	-0.314	0.862	-0.364	0.932	5.000
CNTNAP4-1	CNTNAP4	845.333	-0.100	0.862	-0.116	0.328	5.000
ERICH5-1	ERICH5	845.000	0.118	0.862	0.137	0.380	5.000
chr9_5	chr9_5	844.667	0.096	0.862	0.111	0.000	1.000
LYZL1-2	LYZL1	843.333	0.181	0.862	0.210	0.337	5.000
MLH3-3	MLH3	842.333	-0.083	0.862	-0.096	0.272	5.000
ARFRP1-4	ARFRP1	839.667	-0.682	0.862	-0.791	1.604	5.000
NEIL3-5	NEIL3	839.000	0.064	0.862	0.074	0.190	5.000
GGT7-5	GGT7	838.667	0.061	0.862	0.071	0.283	5.000
HLA-DOB-1	HLA-DOB	835.333	0.220	0.862	0.255	0.178	5.000
CCDC106-2	CCDC106	834.667	-0.072	0.862	-0.084	0.418	5.000
PSMC4-1	PSMC4	832.667	-1.070	0.862	-1.243	1.069	5.000
AGR2-5	AGR2	832.333	-0.424	0.862	-0.492	0.227	5.000
GLT8D1-4	GLT8D1	830.667	0.128	0.862	0.149	0.226	5.000
TCF7-3	TCF7	829.667	0.118	0.862	0.137	0.233	5.000
ZNF223-3	ZNF223	827.333	-0.193	0.862	-0.224	0.224	5.000
FBXO34-1	FBXO34	825.000	-0.332	0.862	-0.385	0.224	5.000
PEPD-3	PEPD	822.333	-0.297	0.862	-0.345	0.337	5.000
CH25H-2	CH25H	822.000	0.067	0.862	0.078	0.221	5.000
OLFML3-1	OLFML3	821.333	0.009	0.862	0.011	0.096	5.000
ERCC1-1	ERCC1	821.000	-0.671	0.862	-0.779	3.833	5.000
PLEKHA4-4	PLEKHA4	820.333	-0.041	0.862	-0.047	0.133	5.000
EGF-5	EGF	819.333	-0.180	0.862	-0.209	0.301	5.000
DIMT1-3	DIMT1	817.667	-0.618	0.862	-0.717	0.977	5.000
EYA1-2	EYA1	816.667	0.048	0.862	0.056	0.224	5.000
PSMC1-5	PSMC1	815.667	0.456	0.862	0.530	0.531	5.000
OR2A14-2	OR2A14	815.667	-0.159	0.862	-0.185	0.271	5.000
RPL35A-2	RPL35A	814.667	-0.817	0.862	-0.949	1.121	5.000
GPR143-3	GPR143	814.333	0.037	0.862	0.043	0.353	5.000
RIMS4-4	RIMS4	814.333	-0.243	0.862	-0.282	0.243	5.000
COL2A1-1	COL2A1	813.667	0.009	0.862	0.010	0.274	5.000
MLF1-4	MLF1	813.000	-0.083	0.862	-0.096	0.233	5.000
chr13_9	chr13_9	812.667	0.026	0.862	0.031	0.000	1.000
KIF20B-5	KIF20B	811.667	-0.156	0.862	-0.182	0.148	5.000
ZNF200-4	ZNF200	811.000	-0.377	0.862	-0.438	0.219	5.000
chr17_2	chr17_2	810.667	-0.175	0.862	-0.203	0.000	1.000
RMI1-4	RMI1	810.667	-0.309	0.862	-0.359	3.809	5.000
EEF1B2-4	EEF1B2	810.333	-0.259	0.862	-0.300	0.482	5.000
GLYATL1-1	GLYATL1	807.333	-0.103	0.862	-0.120	0.186	5.000
HIST1H2BH-2	HIST1H2BH	807.333	-0.359	0.862	-0.417	0.404	5.000
RAD1-3	RAD1	806.000	-4.193	0.862	-4.867	2.097	5.000
POLR2D-2	POLR2D	805.667	-1.497	0.862	-1.738	0.778	5.000
chr6_7	chr6_7	805.333	0.058	0.862	0.067	0.000	1.000
PLCB2-5	PLCB2	803.333	0.020	0.862	0.023	0.200	5.000
RFC2-1	RFC2	803.333	-0.719	0.862	-0.834	0.900	5.000
NUP133-3	NUP133	802.333	-1.059	0.862	-1.229	0.621	5.000
MOGAT2-2	MOGAT2	801.667	-0.262	0.862	-0.304	0.248	5.000
NEDD4-2	NEDD4	800.667	0.284	0.862	0.329	0.245	5.000
COPS8-4	COPS8	800.000	-2.523	0.862	-2.929	1.295	5.000
BLM-4	BLM	793.333	-1.074	0.862	-1.247	1.344	5.000
MDM2-1	MDM2	793.000	0.472	0.862	0.548	0.383	5.000
MAP1LC3B2-2	MAP1LC3B2	791.667	0.039	0.862	0.046	0.216	5.000
SLC51B-1	SLC51B	789.667	0.202	0.862	0.234	0.175	5.000
RPS7-4	RPS7	789.000	-0.041	0.862	-0.047	0.783	5.000
SRPK3-1	SRPK3	782.000	-0.132	0.862	-0.153	0.148	5.000
KIAA0825-3	KIAA0825	781.000	-0.519	0.862	-0.602	0.217	5.000
DYNLRB1-3	DYNLRB1	777.000	0.399	0.862	0.463	2.289	5.000
FGF20-1	FGF20	776.667	0.079	0.862	0.092	0.260	5.000
C17orf78-2	C17orf78	776.333	-0.182	0.862	-0.211	0.430	5.000
GLT8D1-5	GLT8D1	775.667	0.284	0.862	0.329	0.226	5.000
TNNC2-3	TNNC2	774.333	-1.015	0.862	-1.178	0.489	5.000
HIST1H2BD-4	HIST1H2BD	773.667	-0.583	0.862	-0.677	1.133	5.000
MANSC1-4	MANSC1	773.000	0.093	0.862	0.107	0.400	5.000
NFKBID-4	NFKBID	770.667	-0.201	0.862	-0.234	0.480	5.000
ADAM9-1	ADAM9	770.333	-0.235	0.862	-0.273	0.338	5.000
RYK-5	RYK	769.667	0.085	0.862	0.098	0.425	5.000
TOM1L2-3	TOM1L2	768.000	-0.264	0.862	-0.307	0.167	5.000
B3GALNT1-5	B3GALNT1	766.333	-0.132	0.862	-0.154	0.284	5.000
ASXL1-1	ASXL1	766.000	-0.717	0.862	-0.833	0.523	5.000
ATP5L-3	ATP5L	763.333	-0.853	0.862	-0.990	0.745	5.000
FBLN2-5	FBLN2	762.667	-0.167	0.862	-0.194	0.291	5.000
chr14_7	chr14_7	762.333	-0.459	0.862	-0.533	0.000	1.000
MAP1LC3B2-5	MAP1LC3B2	762.000	-0.346	0.862	-0.402	0.216	5.000
CEND1-3	CEND1	760.667	-1.157	0.862	-1.342	1.040	5.000
XPA-1	XPA	759.333	-0.364	0.862	-0.422	0.380	5.000
RAPH1-3	RAPH1	759.000	-0.333	0.862	-0.387	0.260	5.000
POLR2F-2	POLR2F	758.333	-1.306	0.862	-1.516	0.637	5.000
ROBO2-3	ROBO2	756.000	0.008	0.862	0.010	0.516	5.000
REEP1-5	REEP1	755.667	-0.004	0.862	-0.004	0.271	5.000
BMP10-1	BMP10	754.000	0.046	0.862	0.053	0.192	5.000
DXO-4	DXO	753.333	0.028	0.862	0.032	0.151	5.000
MANSC1-3	MANSC1	753.333	-0.216	0.862	-0.251	0.400	5.000
POLR2D-5	POLR2D	752.667	0.445	0.862	0.516	0.778	5.000
FANCG-1	FANCG	752.000	-1.569	0.862	-1.821	1.983	5.000
PLCB2-1	PLCB2	751.667	-0.018	0.862	-0.021	0.200	5.000
RPS8-3	RPS8	746.667	-0.375	0.862	-0.435	0.743	5.000
KDM3A-2	KDM3A	740.667	0.250	0.862	0.290	0.362	5.000
DPY19L2-5	DPY19L2	738.667	-0.358	0.862	-0.415	0.316	5.000
SSR2-5	SSR2	738.333	-1.178	0.862	-1.368	1.072	5.000
PHF19-2	PHF19	737.333	-0.636	0.862	-0.738	0.257	5.000
MUS81-5	MUS81	734.000	-1.091	0.862	-1.267	0.443	5.000
FANCM-4	FANCM	733.333	-0.382	0.862	-0.443	1.146	5.000
FEN1-2	FEN1	731.667	-3.176	0.862	-3.687	3.414	5.000
RFC4-3	RFC4	729.000	-0.485	0.862	-0.563	0.747	5.000
PCDHGA9-4	PCDHGA9	726.667	-0.088	0.862	-0.102	0.293	5.000
TRIM7-2	TRIM7	724.333	-0.038	0.862	-0.044	0.332	5.000
USPL1-3	USPL1	724.000	-0.319	0.862	-0.370	0.616	5.000
NCOA1-5	NCOA1	724.000	-0.266	0.862	-0.309	0.413	5.000
SLC38A5-3	SLC38A5	723.000	0.118	0.862	0.137	0.320	5.000
SHROOM4-1	SHROOM4	722.333	-0.005	0.862	-0.006	0.379	5.000
EIF4E2-2	EIF4E2	722.333	0.452	0.862	0.524	0.513	5.000
BSPH1-4	BSPH1	722.000	0.083	0.862	0.097	0.183	5.000
C5-3	C5	721.000	-0.315	0.862	-0.365	0.169	5.000
B3GNT5-5	B3GNT5	719.667	-0.089	0.862	-0.103	0.230	5.000
DMRTC1B-3	DMRTC1B	719.333	0.004	0.862	0.005	0.122	5.000
RPA3-4	RPA3	716.333	-0.865	0.862	-1.004	0.554	5.000
FANCM-2	FANCM	716.333	-1.138	0.862	-1.321	1.146	5.000
ADH4-1	ADH4	710.667	-0.074	0.862	-0.086	0.257	5.000
VEZT-5	VEZT	710.333	-4.453	0.862	-5.169	1.218	5.000
NUP133-2	NUP133	709.000	-0.295	0.862	-0.342	0.621	5.000
ZNF665-3	ZNF665	707.333	-0.113	0.862	-0.131	0.439	5.000
RAD1-2	RAD1	706.667	-4.214	0.862	-4.892	2.097	5.000
COPS6-5	COPS6	706.333	-1.236	0.862	-1.434	1.468	5.000
RPS24-4	RPS24	706.333	-0.142	0.862	-0.165	1.225	5.000
PLAGL2-2	PLAGL2	706.333	-0.906	0.862	-1.051	0.240	5.000
BLM-2	BLM	705.667	-2.276	0.862	-2.641	1.344	5.000
CNTNAP4-4	CNTNAP4	704.667	0.210	0.862	0.244	0.328	5.000
RPL3-2	RPL3	703.333	-0.714	0.862	-0.828	0.404	5.000
RFC4-2	RFC4	701.000	-0.427	0.862	-0.495	0.747	5.000
KCNK17-3	KCNK17	700.333	-1.141	0.862	-1.325	0.634	5.000
PSMC4-2	PSMC4	698.333	-0.863	0.862	-1.002	1.069	5.000
ZNF736-4	ZNF736	696.667	-1.022	0.862	-1.186	0.360	5.000
MADD-4	MADD	696.333	-0.015	0.862	-0.017	0.136	5.000
HNRNPL-5	HNRNPL	695.000	-1.444	0.862	-1.676	1.400	5.000
PSMC2-3	PSMC2	694.667	-0.160	0.862	-0.185	0.576	5.000
COPS2-4	COPS2	691.667	-2.831	0.862	-3.286	0.856	5.000
MRAP2-4	MRAP2	688.667	-0.111	0.862	-0.129	0.333	5.000
DIMT1-2	DIMT1	686.333	-1.511	0.862	-1.754	0.977	5.000
COPS8-5	COPS8	685.667	-2.537	0.862	-2.945	1.295	5.000
RNF43-1	RNF43	685.333	-0.076	0.862	-0.088	0.289	5.000
chr1_4	chr1_4	682.333	0.089	0.862	0.104	0.000	1.000
COPB1-2	COPB1	682.333	-1.040	0.862	-1.207	0.310	5.000
MLH1-4	MLH1	681.000	-0.238	0.862	-0.277	0.261	5.000
REEP1-4	REEP1	678.000	-0.322	0.862	-0.374	0.271	5.000
WIPF1-2	WIPF1	677.000	0.105	0.862	0.122	0.134	5.000
LOC643355-5	LOC643355	676.333	0.300	0.862	0.349	0.296	5.000
AXIN2-4	AXIN2	676.333	0.567	0.862	0.658	0.426	5.000
TFG-5	TFG	674.000	-2.784	0.862	-3.231	0.958	5.000
FABP1-5	FABP1	674.000	-0.399	0.862	-0.463	0.269	5.000
USP20-2	USP20	671.667	-0.153	0.862	-0.177	0.270	5.000
TFG-1	TFG	668.333	-0.933	0.862	-1.083	0.958	5.000
KIF20B-1	KIF20B	661.000	-0.183	0.862	-0.212	0.148	5.000
RPL5-2	RPL5	655.667	-2.134	0.862	-2.477	1.570	5.000
KDM3A-4	KDM3A	655.000	0.202	0.862	0.234	0.362	5.000
chr7_4	chr7_4	648.000	-0.062	0.862	-0.072	0.000	1.000
ROCK2-5	ROCK2	644.000	-0.486	0.862	-0.564	0.444	5.000
DHX36-1	DHX36	642.333	-3.528	0.862	-4.095	1.610	5.000
USPL1-1	USPL1	640.333	0.194	0.862	0.226	0.616	5.000
ZKSCAN8-2	ZKSCAN8	638.667	0.568	0.862	0.659	1.425	5.000
ETNK1-3	ETNK1	637.667	-0.721	0.862	-0.837	0.332	5.000
SRPK3-2	SRPK3	634.667	0.076	0.862	0.089	0.148	5.000
DHX36-3	DHX36	632.000	-3.522	0.862	-4.089	1.610	5.000
ARFRP1-3	ARFRP1	631.000	-0.538	0.862	-0.624	1.604	5.000
PSMB3-1	PSMB3	631.000	-0.577	0.862	-0.669	0.607	5.000
RPS27-5	RPS27	630.667	-0.520	0.862	-0.604	0.975	5.000
POLA1-5	POLA1	627.667	-0.322	0.862	-0.374	0.722	5.000
HOXD13-4	HOXD13	626.667	0.340	0.862	0.394	0.181	5.000
GSTA1-4	GSTA1	625.333	-0.199	0.862	-0.231	0.212	5.000
POTEH-3	POTEH	624.667	-0.424	0.862	-0.492	0.204	5.000
chr13_10	chr13_10	624.333	0.212	0.862	0.246	0.000	1.000
HIST3H2BB-4	HIST3H2BB	620.000	-0.472	0.862	-0.548	0.719	5.000
ELP4-5	ELP4	618.333	-1.714	0.862	-1.989	0.457	5.000
IL18-3	IL18	616.667	-0.195	0.862	-0.227	0.347	5.000
RXFP4-1	RXFP4	616.667	0.210	0.862	0.244	0.346	5.000
TFG-2	TFG	614.000	-2.616	0.862	-3.036	0.958	5.000
chr2_4	chr2_4	613.667	0.226	0.862	0.262	0.000	1.000
MRAP2-3	MRAP2	611.667	0.147	0.862	0.170	0.333	5.000
RPL6-2	RPL6	607.333	-2.117	0.862	-2.457	0.597	2.000
PPIL2-5	PPIL2	604.667	-0.066	0.862	-0.076	0.829	5.000
EMG1-1	EMG1	603.667	-0.558	0.862	-0.648	1.651	5.000
POLR2F-1	POLR2F	602.667	-0.950	0.862	-1.102	0.637	5.000
HOXD10-5	HOXD10	600.333	0.022	0.862	0.026	0.203	5.000
TOP3A-3	TOP3A	599.333	-3.362	0.862	-3.902	1.492	5.000
DHX36-2	DHX36	596.667	-0.706	0.862	-0.819	1.610	5.000
RPS8-5	RPS8	595.333	-1.595	0.862	-1.851	0.743	5.000
RPL18A-2	RPL18A	594.667	-0.745	0.862	-0.864	0.260	5.000
chr14_11	chr14_11	591.667	-0.429	0.862	-0.498	0.000	1.000
MAD2L1BP-4	MAD2L1BP	590.000	0.181	0.862	0.211	0.492	5.000
PSMD6-3	PSMD6	588.667	-0.905	0.862	-1.051	0.551	5.000
ZCCHC10-4	ZCCHC10	586.667	-0.082	0.862	-0.096	0.386	5.000
HNRNPL-4	HNRNPL	579.333	-3.855	0.862	-4.474	1.400	5.000
FANCM-5	FANCM	575.000	-0.901	0.862	-1.045	1.146	5.000
DFNB59-4	DFNB59	573.333	-0.832	0.862	-0.966	0.511	5.000
RPS27-3	RPS27	571.667	-0.183	0.862	-0.212	0.975	5.000
GTF3C2-2	GTF3C2	570.333	0.013	0.862	0.015	0.703	5.000
RPS7-1	RPS7	567.333	-0.300	0.862	-0.348	0.783	5.000
FTSJ3-4	FTSJ3	567.000	-0.942	0.862	-1.094	0.982	5.000
RPL36-2	RPL36	567.000	-0.014	0.862	-0.016	1.218	5.000
ELP4-4	ELP4	562.333	-1.448	0.862	-1.681	0.457	5.000
PSMD7-5	PSMD7	562.333	-1.090	0.862	-1.265	0.701	5.000
CYB5D1-1	CYB5D1	561.333	0.031	0.862	0.036	0.305	5.000
ZNF736-5	ZNF736	555.000	-0.606	0.862	-0.703	0.360	5.000
POLE-4	POLE	552.000	-1.508	0.862	-1.750	1.569	5.000
HSBP1-4	HSBP1	548.333	0.527	0.862	0.612	0.332	5.000
MSANTD4-5	MSANTD4	547.667	-1.552	0.862	-1.801	0.670	5.000
NUP54-4	NUP54	543.000	-0.529	0.862	-0.614	0.507	2.000
RFC4-1	RFC4	542.333	-0.353	0.862	-0.410	0.747	5.000
RPS11-2	RPS11	539.000	-1.244	0.862	-1.444	0.835	5.000
TOP3A-2	TOP3A	536.667	-1.741	0.862	-2.021	1.492	5.000
RPS3A-4	RPS3A	531.333	-0.132	0.862	-0.153	0.321	5.000
ERCC4-3	ERCC4	529.667	-2.528	0.862	-2.935	2.861	5.000
EXO1-3	EXO1	529.000	-1.011	0.862	-1.174	1.290	5.000
FAHD2B-5	FAHD2B	528.000	-0.047	0.862	-0.055	0.335	5.000
PSMC2-1	PSMC2	517.000	0.302	0.862	0.351	0.576	5.000
COPS6-2	COPS6	514.333	-1.145	0.862	-1.329	1.468	5.000
DIDO1-2	DIDO1	511.000	-0.954	0.862	-1.108	0.921	5.000
GTF3C2-3	GTF3C2	508.333	-0.487	0.862	-0.566	0.703	5.000
RAPH1-4	RAPH1	508.000	-0.304	0.862	-0.353	0.260	5.000
DIDO1-4	DIDO1	506.333	-0.796	0.862	-0.924	0.921	5.000
RPS13-5	RPS13	505.000	-2.551	0.862	-2.961	0.970	5.000
RPS13-2	RPS13	499.333	-1.608	0.862	-1.866	0.970	5.000
HIST3H2BB-5	HIST3H2BB	497.667	-1.220	0.862	-1.416	0.719	5.000
COPZ1-2	COPZ1	496.333	-0.557	0.862	-0.646	0.936	4.000
ERCC4-5	ERCC4	494.667	-2.915	0.862	-3.384	2.861	5.000
RRN3-2	RRN3	493.000	0.050	0.862	0.058	1.152	5.000
RPA1-1	RPA1	491.667	-0.519	0.862	-0.603	1.175	5.000
POLR2F-3	POLR2F	491.667	-1.869	0.862	-2.169	0.637	5.000
HIST1H2BD-2	HIST1H2BD	491.000	-0.773	0.862	-0.898	1.133	5.000
RPS27-2	RPS27	491.000	-1.330	0.862	-1.544	0.975	5.000
RFC3-5	RFC3	489.667	-1.409	0.862	-1.636	0.411	5.000
RIT1-1	RIT1	485.667	0.488	0.862	0.566	0.290	5.000
DDB1-3	DDB1	485.333	-0.045	0.862	-0.052	1.111	5.000
RPL11-4	RPL11	482.000	-0.570	0.862	-0.661	0.770	5.000
ARFRP1-2	ARFRP1	479.333	-2.623	0.862	-3.044	1.604	5.000
RPL36-5	RPL36	475.333	-0.278	0.862	-0.323	1.218	5.000
