	GENE	ctrl_mean_reads	mean_fc	eb_std	zscore	std sgRNAs/gene	numObs
FBN3-4	FBN3	1046.333	0.138	0.940	0.147	0.156	5.000
ARFGAP3-3	ARFGAP3	1046.000	0.225	0.940	0.239	0.062	5.000
FAHD2B-5	FAHD2B	1046.000	-0.983	0.940	-1.046	0.511	5.000
SHF-4	SHF	1046.000	0.235	0.940	0.250	0.068	5.000
PID1-1	PID1	1045.667	0.041	0.940	0.043	0.475	5.000
COPA-3	COPA	1045.333	0.074	0.940	0.079	2.329	5.000
ZFHX2-5	ZFHX2	1045.333	0.150	0.940	0.159	0.270	5.000
NOS1-3	NOS1	1045.333	0.098	0.940	0.104	0.177	5.000
ZNF736-4	ZNF736	1044.333	-0.583	0.940	-0.620	0.432	5.000
FAIM-5	FAIM	1044.333	0.301	0.940	0.320	0.133	5.000
BLM-4	BLM	1043.333	-0.394	0.940	-0.419	0.363	5.000
HOXD13-5	HOXD13	1043.333	-0.124	0.944	-0.131	0.238	5.000
GBP2-2	GBP2	1043.333	0.133	0.944	0.141	0.089	5.000
PML-3	PML	1041.667	0.126	0.944	0.133	0.149	5.000
RFC3-2	RFC3	1041.000	-3.138	0.944	-3.325	0.741	5.000
chr18_1	chr18_1	1040.667	0.110	0.944	0.116	0.000	1.000
MTERF1-5	MTERF1	1040.333	-0.152	0.944	-0.161	0.298	5.000
POLI-5	POLI	1040.000	0.106	0.944	0.113	0.116	5.000
FIBIN-1	FIBIN	1039.667	0.006	0.944	0.006	0.066	5.000
AGT-4	AGT	1039.667	0.171	0.944	0.181	0.144	5.000
TMPRSS12-5	TMPRSS12	1038.667	-0.031	0.944	-0.033	0.107	5.000
SMAD2-4	SMAD2	1038.333	0.264	0.944	0.280	0.066	5.000
PID1-2	PID1	1038.000	0.205	0.944	0.217	0.475	5.000
chr11_9	chr11_9	1037.333	0.239	0.944	0.253	0.000	1.000
NME5-5	NME5	1037.000	-0.256	0.944	-0.271	0.230	5.000
MSH3-3	MSH3	1037.000	0.116	0.944	0.123	0.093	5.000
COPZ1-2	COPZ1	1036.000	-1.058	0.944	-1.121	1.352	4.000
CHST4-4	CHST4	1036.000	0.017	0.944	0.018	0.149	5.000
TESK1-5	TESK1	1036.000	0.039	0.944	0.041	0.386	5.000
PRRC2A-1	PRRC2A	1034.667	-0.012	0.944	-0.012	0.339	5.000
chr16_10	chr16_10	1033.667	0.195	0.944	0.206	0.000	1.000
RPS11-3	RPS11	1033.000	-1.694	0.944	-1.795	1.071	5.000
CTSS-2	CTSS	1033.000	0.021	0.944	0.022	0.135	5.000
TK2-3	TK2	1033.000	0.068	0.944	0.072	0.107	5.000
BMP3-4	BMP3	1032.333	-0.104	0.944	-0.110	0.223	5.000
FAM78A-4	FAM78A	1032.333	0.039	0.944	0.041	0.141	5.000
TMEM38B-3	TMEM38B	1032.000	0.111	0.960	0.116	0.081	5.000
TFCP2L1-3	TFCP2L1	1031.000	0.226	0.960	0.235	0.138	5.000
chr14_6	chr14_6	1030.667	0.463	0.960	0.482	0.000	1.000
chr16_9	chr16_9	1030.667	-0.057	0.960	-0.059	0.000	1.000
MAD2L1BP-1	MAD2L1BP	1030.000	-0.059	0.960	-0.062	0.106	5.000
ADAM7-2	ADAM7	1030.000	0.201	0.960	0.209	0.092	5.000
GUCY2C-2	GUCY2C	1029.333	0.054	0.960	0.056	0.063	5.000
TFG-4	TFG	1029.000	-0.261	0.960	-0.272	0.205	5.000
RRN3-1	RRN3	1028.333	-3.104	0.960	-3.234	0.698	5.000
DFNB59-2	DFNB59	1026.333	0.056	0.960	0.059	0.456	5.000
NUMB-4	NUMB	1023.000	0.295	0.960	0.307	0.269	5.000
MDM2-5	MDM2	1022.667	-0.071	0.960	-0.074	0.158	5.000
chr11_8	chr11_8	1022.333	0.318	0.960	0.331	0.000	1.000
ARFGAP3-5	ARFGAP3	1022.333	0.156	0.960	0.163	0.062	5.000
FAM124B-3	FAM124B	1022.333	0.223	0.960	0.232	0.138	5.000
SLC39A5-1	SLC39A5	1022.000	0.028	0.960	0.029	0.468	5.000
YIPF4-5	YIPF4	1021.667	0.125	0.960	0.130	0.156	5.000
ALS2CL-1	ALS2CL	1020.667	0.178	0.960	0.186	0.085	5.000
STRN3-1	STRN3	1020.667	0.094	0.960	0.098	0.239	5.000
SHF-2	SHF	1020.333	0.089	0.960	0.093	0.068	5.000
MLXIPL-1	MLXIPL	1019.000	-0.144	0.960	-0.150	0.152	5.000
IL18-5	IL18	1018.000	0.325	0.960	0.338	0.146	5.000
ZSWIM3-4	ZSWIM3	1017.667	0.050	0.960	0.052	0.047	5.000
RNF216-3	RNF216	1016.667	0.049	0.960	0.051	0.092	5.000
POLH-2	POLH	1016.000	0.074	0.960	0.077	0.091	5.000
NME5-4	NME5	1015.667	-0.051	0.991	-0.052	0.230	5.000
TMPRSS12-4	TMPRSS12	1015.000	-0.060	0.991	-0.061	0.107	5.000
RFC3-4	RFC3	1015.000	-3.220	0.991	-3.250	0.741	5.000
INO80C-4	INO80C	1014.667	0.063	0.991	0.064	0.190	5.000
B3GALNT1-3	B3GALNT1	1014.667	-0.058	0.991	-0.059	0.165	5.000
GGA3-2	GGA3	1014.333	-0.227	0.991	-0.229	0.153	5.000
LMOD3-3	LMOD3	1014.000	0.157	0.991	0.159	0.117	5.000
chr16_11	chr16_11	1013.333	0.272	0.991	0.274	0.000	1.000
chr14_9	chr14_9	1013.000	0.297	0.991	0.300	0.000	1.000
C2orf16-4	C2orf16	1012.667	0.231	0.991	0.233	0.079	5.000
ZNF431-1	ZNF431	1012.333	-0.018	0.991	-0.018	1.225	5.000
DPY19L2-4	DPY19L2	1012.000	-0.101	0.991	-0.102	0.316	5.000
NCOA1-3	NCOA1	1012.000	0.094	0.991	0.094	0.065	5.000
FZD10-2	FZD10	1012.000	0.155	0.991	0.157	0.088	5.000
RPL22L1-5	RPL22L1	1011.667	-0.159	0.991	-0.160	0.128	5.000
ZNF341-1	ZNF341	1011.000	0.091	0.991	0.091	0.345	5.000
ERCC4-4	ERCC4	1010.667	-0.238	0.991	-0.240	0.433	5.000
chr18_6	chr18_6	1009.667	0.369	0.991	0.372	0.000	1.000
RPL34-1	RPL34	1009.333	-2.680	0.991	-2.705	1.449	5.000
chr19_4	chr19_4	1009.000	-0.195	0.991	-0.197	0.000	1.000
LGR5-2	LGR5	1007.667	0.198	0.991	0.200	0.157	5.000
TSPAN6-1	TSPAN6	1007.333	0.173	0.991	0.175	0.135	5.000
FIBIN-3	FIBIN	1006.333	0.140	0.991	0.142	0.066	5.000
SFMBT1-5	SFMBT1	1005.667	0.159	0.991	0.160	0.106	5.000
MSH2-4	MSH2	1005.000	-0.011	0.991	-0.011	0.177	5.000
RPL9-5	RPL9	1004.667	-0.243	0.991	-0.246	1.621	5.000
PMS1-3	PMS1	1002.667	0.243	0.991	0.246	0.154	5.000
C17orf78-5	C17orf78	1002.667	0.158	0.991	0.160	0.347	5.000
IHH-3	IHH	1002.000	-0.129	0.991	-0.130	0.275	4.000
TRIM49C-1	TRIM49C	1001.667	-3.145	0.991	-3.174	1.087	5.000
LRRN1-2	LRRN1	1001.333	0.281	0.991	0.284	0.039	5.000
PCDHGA9-5	PCDHGA9	1000.667	-0.095	0.991	-0.096	0.198	5.000
LTN1-3	LTN1	1000.000	-0.211	0.991	-0.213	0.249	5.000
CEP68-3	CEP68	999.667	-0.198	0.991	-0.200	0.320	5.000
QPRT-3	QPRT	997.667	0.071	0.991	0.072	0.106	5.000
chr11_10	chr11_10	997.667	0.415	0.991	0.419	0.000	1.000
chr11_5	chr11_5	997.000	0.273	0.991	0.276	0.000	1.000
QPCT-5	QPCT	996.667	0.196	0.991	0.198	0.118	5.000
ZNF200-3	ZNF200	996.000	0.076	0.991	0.076	0.111	5.000
DXO-4	DXO	995.667	-0.401	0.991	-0.405	0.280	5.000
CXCL9-5	CXCL9	995.333	0.140	0.991	0.142	0.070	5.000
BCOR-1	BCOR	995.333	0.093	0.991	0.094	0.152	5.000
MDM2-4	MDM2	995.333	-0.040	0.991	-0.040	0.158	5.000
AGT-2	AGT	995.000	-0.007	0.991	-0.007	0.144	5.000
RPS8-3	RPS8	994.333	-0.412	0.991	-0.416	1.645	5.000
POLD1-4	POLD1	994.333	-3.235	0.991	-3.265	1.063	5.000
COPB1-1	COPB1	993.667	-1.854	0.991	-1.871	1.213	5.000
DNA2-3	DNA2	992.667	-4.198	0.991	-4.238	1.106	5.000
FBXO34-2	FBXO34	991.667	-0.016	0.991	-0.016	0.146	5.000
DHX36-2	DHX36	991.333	-0.730	0.991	-0.737	0.508	5.000
ZKSCAN8-3	ZKSCAN8	991.000	0.267	0.991	0.269	0.221	5.000
KHDRBS3-4	KHDRBS3	990.333	0.113	0.991	0.114	0.129	5.000
THPO-5	THPO	990.000	0.030	0.991	0.030	0.141	5.000
FAM78A-2	FAM78A	989.333	0.020	0.991	0.020	0.141	5.000
RFC1-3	RFC1	989.333	0.268	0.991	0.270	2.501	5.000
PCMT1-5	PCMT1	989.333	0.288	0.991	0.291	0.099	5.000
SWT1-4	SWT1	988.667	0.093	0.991	0.094	0.145	5.000
LRFN2-3	LRFN2	988.000	-0.001	0.991	-0.001	0.109	5.000
MADD-3	MADD	987.333	0.317	0.991	0.320	0.834	5.000
MYOT-5	MYOT	986.667	0.224	0.991	0.226	0.047	5.000
chr18_7	chr18_7	986.333	0.465	0.991	0.470	0.000	1.000
KLLN-1	KLLN	986.000	0.230	0.991	0.232	0.117	5.000
MOGAT1-2	MOGAT1	985.333	-0.127	0.991	-0.128	0.157	5.000
EYA1-2	EYA1	982.000	-0.265	0.991	-0.268	0.223	5.000
MTERF1-1	MTERF1	981.667	0.057	0.991	0.057	0.298	5.000
PLCL1-2	PLCL1	981.000	0.010	0.991	0.010	0.086	5.000
GUCY2C-5	GUCY2C	980.667	-0.072	0.991	-0.073	0.063	5.000
TMEM159-4	TMEM159	980.333	0.043	0.991	0.044	0.089	5.000
FANCM-4	FANCM	980.000	-0.417	0.991	-0.421	0.677	5.000
VIPR2-4	VIPR2	979.333	0.195	0.991	0.196	0.207	5.000
ZNF736-5	ZNF736	978.667	-0.816	0.991	-0.823	0.432	5.000
FBXO34-3	FBXO34	978.667	0.008	0.991	0.008	0.146	5.000
SERINC1-1	SERINC1	978.000	0.122	0.991	0.123	0.120	5.000
DNTTIP1-3	DNTTIP1	978.000	-0.125	0.991	-0.126	0.400	5.000
POLD4-5	POLD4	978.000	-0.131	0.991	-0.133	0.127	5.000
ZSWIM3-5	ZSWIM3	977.667	-0.042	0.991	-0.042	0.047	5.000
CAB39L-3	CAB39L	977.333	0.344	0.991	0.347	0.036	5.000
ARFRP1-3	ARFRP1	977.333	-0.629	0.991	-0.635	0.582	5.000
AGR2-5	AGR2	977.000	-0.231	0.991	-0.233	0.197	5.000
COPS4-4	COPS4	976.333	-2.730	0.991	-2.755	1.221	5.000
USPL1-1	USPL1	975.000	-0.605	0.991	-0.611	0.678	5.000
KRT40-3	KRT40	974.000	0.063	0.991	0.063	0.110	5.000
NPAS2-2	NPAS2	973.667	0.011	0.991	0.011	0.059	5.000
XG-5	XG	973.333	0.226	0.991	0.228	0.532	5.000
NFKBID-2	NFKBID	972.667	0.206	0.991	0.208	0.204	5.000
FBLN2-5	FBLN2	972.667	-0.350	0.991	-0.353	0.288	5.000
chr13_11	chr13_11	972.333	0.270	0.991	0.273	0.000	1.000
chr12_9	chr12_9	971.667	0.448	0.991	0.453	0.000	1.000
IRF2BPL-4	IRF2BPL	970.667	0.160	0.991	0.161	0.142	5.000
RPS2-5	RPS2	970.333	-4.131	0.991	-4.169	0.988	5.000
HPRT1-4	HPRT1	968.333	0.081	0.991	0.082	0.108	5.000
NOS1-2	NOS1	968.333	0.185	0.991	0.187	0.177	5.000
DTHD1-5	DTHD1	968.000	0.175	0.991	0.177	0.086	5.000
QPCT-3	QPCT	967.000	0.052	0.991	0.053	0.118	5.000
PCYT1A-2	PCYT1A	966.667	0.410	0.991	0.414	0.491	5.000
CLEC14A-5	CLEC14A	966.667	0.190	0.991	0.192	0.085	5.000
SYNGR2-4	SYNGR2	966.333	-0.044	0.991	-0.045	0.159	5.000
NUMB-1	NUMB	966.000	-0.184	0.991	-0.186	0.269	5.000
BMP10-5	BMP10	966.000	-0.037	0.991	-0.038	0.134	5.000
BMP3-2	BMP3	965.667	0.398	0.991	0.402	0.223	5.000
B3GALNT1-1	B3GALNT1	965.667	-0.002	0.991	-0.002	0.165	5.000
LMO4-3	LMO4	965.000	0.300	0.991	0.303	0.108	5.000
TGFBR2-2	TGFBR2	964.333	0.118	0.991	0.119	0.064	5.000
PSMC1-4	PSMC1	964.000	-1.988	0.991	-2.007	0.962	5.000
RAB2B-1	RAB2B	961.333	0.056	0.991	0.057	0.058	5.000
CTSS-3	CTSS	960.667	0.288	0.991	0.291	0.135	5.000
CCDC106-2	CCDC106	960.667	-0.202	0.991	-0.204	0.118	5.000
VNN2-4	VNN2	960.667	-0.027	0.991	-0.027	0.175	5.000
PLCB2-1	PLCB2	960.000	-0.352	0.991	-0.355	0.294	5.000
MROH2B-1	MROH2B	960.000	0.032	0.991	0.032	0.129	5.000
TGFBR2-5	TGFBR2	960.000	0.053	0.991	0.053	0.064	5.000
POLD3-1	POLD3	960.000	-4.320	0.991	-4.360	1.938	5.000
CLU-3	CLU	959.667	0.184	0.991	0.186	0.110	5.000
chr6_1	chr6_1	959.333	0.225	0.991	0.227	0.000	1.000
C8orf31-4	C8orf31	959.000	0.158	0.991	0.159	0.126	5.000
OR52E6-3	OR52E6	958.667	0.419	0.991	0.423	0.142	5.000
chr3_7	chr3_7	958.333	0.417	0.991	0.421	0.000	1.000
RMI1-5	RMI1	958.333	0.060	0.991	0.061	0.133	5.000
TMPRSS12-1	TMPRSS12	958.333	-0.025	0.991	-0.025	0.107	5.000
ZNF200-2	ZNF200	957.667	0.007	0.991	0.007	0.111	5.000
GNG4-5	GNG4	957.000	0.223	0.991	0.225	0.045	5.000
SMAD2-5	SMAD2	955.667	0.287	0.991	0.289	0.066	5.000
FANCG-1	FANCG	955.667	-0.345	0.991	-0.348	0.228	5.000
TTLL2-2	TTLL2	954.333	-0.004	0.991	-0.004	0.127	5.000
CLDN7-1	CLDN7	954.000	-0.116	0.991	-0.117	0.181	5.000
PCYT1A-5	PCYT1A	953.333	-1.049	0.991	-1.059	0.491	5.000
chr14_2	chr14_2	953.000	0.346	0.991	0.349	0.000	1.000
CCDC69-3	CCDC69	952.667	0.122	0.991	0.123	0.108	5.000
CYP4F8-2	CYP4F8	952.667	-0.028	0.991	-0.029	0.074	5.000
POLD1-3	POLD1	952.333	-3.072	0.991	-3.100	1.063	5.000
ZNF200-1	ZNF200	952.333	-0.053	0.991	-0.054	0.111	5.000
chr9_4	chr9_4	951.000	-0.078	0.991	-0.079	0.000	1.000
SSR2-5	SSR2	950.000	-0.363	0.991	-0.366	0.340	5.000
GJC3-2	GJC3	950.000	0.097	0.991	0.098	0.336	5.000
B3GNT5-3	B3GNT5	949.667	-0.071	0.991	-0.072	0.175	5.000
PLAGL2-1	PLAGL2	949.667	0.018	0.991	0.018	0.082	5.000
CPLX2-4	CPLX2	947.333	-1.098	0.991	-1.108	0.533	5.000
ERICH5-1	ERICH5	947.000	-0.164	0.991	-0.166	0.185	5.000
C2orf16-3	C2orf16	946.333	0.013	0.991	0.013	0.079	5.000
YIPF4-1	YIPF4	946.333	0.035	0.991	0.035	0.156	5.000
HIST1H2AE-2	HIST1H2AE	944.333	0.153	0.991	0.155	0.418	5.000
MANSC1-3	MANSC1	943.000	-0.323	0.991	-0.326	0.285	5.000
MTERF1-2	MTERF1	942.667	0.024	0.991	0.024	0.298	5.000
PCDHA1-3	PCDHA1	942.667	-0.019	0.991	-0.020	0.135	5.000
RPL18A-5	RPL18A	942.000	-1.049	0.991	-1.059	0.502	5.000
FBN3-5	FBN3	941.667	0.357	0.991	0.360	0.156	5.000
ASPG-1	ASPG	941.000	-0.007	0.991	-0.007	0.193	5.000
RIMS4-1	RIMS4	941.000	0.084	0.991	0.084	0.180	5.000
SLC39A5-3	SLC39A5	940.333	-0.050	0.991	-0.050	0.468	5.000
FBXO34-1	FBXO34	940.000	-0.188	0.991	-0.190	0.146	5.000
chr17_10	chr17_10	939.000	0.173	0.991	0.175	0.000	1.000
GGA2-4	GGA2	938.667	0.183	0.991	0.184	0.188	5.000
IL15RA-5	IL15RA	938.000	0.382	0.991	0.385	0.257	5.000
MRPS26-4	MRPS26	937.333	0.034	0.991	0.034	0.157	5.000
PLCB2-5	PLCB2	937.333	-0.222	0.991	-0.224	0.294	5.000
chr18_4	chr18_4	936.667	0.247	0.991	0.250	0.000	1.000
ADAM7-5	ADAM7	936.333	-0.020	0.991	-0.020	0.092	5.000
COPS4-3	COPS4	936.000	-1.299	0.991	-1.311	1.221	5.000
LIG1-2	LIG1	935.000	0.050	0.991	0.050	0.108	5.000
CCL8-2	CCL8	934.000	0.052	0.991	0.053	0.168	5.000
chr20_7	chr20_7	933.333	0.109	0.991	0.110	0.000	1.000
POLR2F-5	POLR2F	932.333	-2.359	0.991	-2.381	0.721	5.000
ALKBH6-1	ALKBH6	931.333	0.133	0.991	0.134	0.083	5.000
QKI-4	QKI	931.000	0.367	0.991	0.371	0.075	5.000
NOS1-4	NOS1	931.000	-0.110	0.991	-0.111	0.177	5.000
KCNN2-5	KCNN2	931.000	0.122	0.991	0.123	0.147	5.000
POLH-4	POLH	930.667	0.060	0.991	0.061	0.091	5.000
chr19_5	chr19_5	930.000	0.172	0.991	0.174	0.000	1.000
CH25H-2	CH25H	929.667	-0.177	0.991	-0.179	0.216	5.000
EIF2AK1-5	EIF2AK1	929.667	0.269	0.991	0.272	0.062	5.000
MSANTD4-4	MSANTD4	929.667	0.031	0.991	0.031	0.562	5.000
NEDD4-1	NEDD4	929.333	-0.109	0.991	-0.110	0.059	5.000
HIST3H2BB-5	HIST3H2BB	928.333	-0.897	0.991	-0.905	0.491	5.000
SESN1-1	SESN1	928.333	0.280	0.991	0.283	0.068	5.000
RAD51-5	RAD51	927.333	-4.109	0.991	-4.148	0.590	5.000
LYPD5-5	LYPD5	927.000	-0.100	0.991	-0.101	0.134	5.000
PANO1-5	PANO1	926.667	0.110	0.991	0.111	0.082	5.000
DFNB59-3	DFNB59	926.667	0.072	0.991	0.073	0.456	5.000
C2orf16-1	C2orf16	926.333	0.184	0.991	0.185	0.079	5.000
chr19_10	chr19_10	926.000	0.378	0.991	0.381	0.000	1.000
RPS11-5	RPS11	924.667	0.029	0.991	0.030	1.071	5.000
chr12_11	chr12_11	923.667	0.252	0.991	0.254	0.000	1.000
FAM78A-5	FAM78A	923.667	0.039	0.991	0.039	0.141	5.000
PSMD7-1	PSMD7	923.667	-2.441	0.991	-2.464	0.944	5.000
GLT8D1-4	GLT8D1	922.667	-0.151	0.991	-0.153	0.276	5.000
RRN3-4	RRN3	922.000	-2.745	0.991	-2.771	0.698	5.000
TTC33-1	TTC33	921.667	0.098	0.991	0.099	0.098	5.000
ERCC1-1	ERCC1	921.667	-0.166	0.991	-0.168	0.202	5.000
POLD1-2	POLD1	921.333	-2.521	0.991	-2.545	1.063	5.000
GCC2-3	GCC2	920.667	0.100	0.991	0.101	0.158	5.000
DMRTC1B-5	DMRTC1B	920.333	0.074	0.991	0.075	0.171	5.000
RPL22L1-4	RPL22L1	918.000	-0.030	0.991	-0.030	0.128	5.000
USPL1-4	USPL1	918.000	-2.201	0.991	-2.221	0.678	5.000
MAP1LC3B2-2	MAP1LC3B2	918.000	-0.213	0.991	-0.215	0.233	5.000
HIST3H2BB-4	HIST3H2BB	918.000	-0.565	0.991	-0.570	0.491	5.000
RGMA-3	RGMA	917.667	0.297	0.991	0.300	0.062	5.000
CYP24A1-5	CYP24A1	917.333	0.219	0.991	0.221	0.115	5.000
MLH3-3	MLH3	916.667	-0.122	0.991	-0.123	0.178	5.000
ZNF200-4	ZNF200	916.667	-0.176	0.991	-0.178	0.111	5.000
HIST1H2BH-4	HIST1H2BH	916.333	-4.243	0.991	-4.282	1.700	5.000
ASXL1-5	ASXL1	915.667	0.281	0.991	0.284	0.172	5.000
TNNT1-1	TNNT1	915.333	0.069	0.991	0.069	0.143	5.000
SPZ1-4	SPZ1	915.000	0.126	0.991	0.127	0.122	5.000
chr16_4	chr16_4	914.667	0.246	0.991	0.249	0.000	1.000
GLYATL1-3	GLYATL1	914.667	-0.016	0.991	-0.016	0.091	5.000
CEP78-5	CEP78	914.667	-0.106	0.991	-0.107	0.515	5.000
NEIL3-3	NEIL3	914.667	0.317	0.991	0.320	0.459	5.000
chr10_7	chr10_7	913.667	0.315	0.991	0.318	0.000	1.000
HEG1-4	HEG1	913.333	0.260	0.991	0.263	0.195	5.000
KIAA1549L-4	KIAA1549L	913.000	0.437	0.991	0.441	0.077	5.000
SMAD2-1	SMAD2	912.667	0.292	0.991	0.294	0.066	5.000
CAB39L-5	CAB39L	911.667	0.368	0.991	0.371	0.036	5.000
BSPH1-1	BSPH1	911.667	0.457	0.991	0.462	0.245	5.000
EPDR1-1	EPDR1	911.333	0.138	0.991	0.140	0.121	5.000
ETV3L-1	ETV3L	911.333	0.279	0.991	0.282	0.130	5.000
OLFML3-2	OLFML3	910.333	0.081	0.991	0.082	0.203	5.000
RAPH1-3	RAPH1	909.333	-0.260	0.991	-0.262	0.141	5.000
RPL35A-2	RPL35A	908.667	-0.157	0.991	-0.159	1.419	5.000
VAV3-1	VAV3	908.000	0.099	0.991	0.100	0.242	5.000
CC2D2B-2	CC2D2B	908.000	-0.072	0.991	-0.073	0.137	5.000
RPL22L1-3	RPL22L1	906.667	0.198	0.991	0.200	0.128	5.000
PLEKHN1-4	PLEKHN1	906.333	0.284	0.991	0.287	0.149	5.000
ZNF431-2	ZNF431	906.000	0.263	0.991	0.265	1.225	5.000
HOXB8-2	HOXB8	906.000	0.125	0.991	0.126	0.089	5.000
FOXO1-1	FOXO1	905.000	-0.072	0.991	-0.073	0.250	5.000
BMP7-1	BMP7	904.333	0.045	0.991	0.046	0.113	5.000
GUCY2C-1	GUCY2C	904.333	-0.001	0.991	-0.001	0.063	5.000
RPL3-4	RPL3	904.000	-2.296	0.991	-2.317	0.724	5.000
STX16-3	STX16	903.333	0.175	0.991	0.176	0.195	5.000
CAMK1D-4	CAMK1D	901.667	0.021	0.991	0.021	0.096	5.000
KIAA0825-3	KIAA0825	901.000	-0.206	0.991	-0.208	0.294	5.000
GLT8D1-1	GLT8D1	900.667	0.263	0.991	0.266	0.276	5.000
TBX10-3	TBX10	900.667	-0.082	0.991	-0.082	0.161	5.000
EGF-5	EGF	900.333	-0.136	0.991	-0.137	0.211	5.000
ERICH5-4	ERICH5	899.667	-0.064	0.991	-0.065	0.185	5.000
ABLIM3-1	ABLIM3	899.667	0.316	0.991	0.319	0.184	5.000
SPIN3-3	SPIN3	898.667	0.327	0.991	0.330	0.134	5.000
ERCC4-2	ERCC4	898.333	0.382	0.991	0.386	0.433	5.000
HOXB8-4	HOXB8	898.333	0.212	0.991	0.214	0.089	5.000
PSMD6-4	PSMD6	897.000	-1.974	0.991	-1.993	1.501	5.000
ZDHHC1-5	ZDHHC1	896.333	0.102	0.991	0.103	0.155	5.000
POLD2-1	POLD2	896.000	-2.070	0.991	-2.090	1.584	5.000
TBC1D9-4	TBC1D9	895.667	0.250	0.991	0.252	0.112	5.000
ZMYM5-1	ZMYM5	895.667	0.176	0.991	0.178	0.118	5.000
KIF20B-5	KIF20B	895.333	-0.141	0.991	-0.142	0.154	5.000
LIMA1-3	LIMA1	894.333	0.188	0.991	0.190	0.992	5.000
CHGA-5	CHGA	894.000	0.340	0.991	0.343	0.237	5.000
chr17_3	chr17_3	892.000	0.193	0.991	0.194	0.000	1.000
RPL9-2	RPL9	891.333	-2.956	0.991	-2.983	1.621	5.000
GCC2-5	GCC2	891.000	0.274	0.991	0.277	0.158	5.000
NANOS1-3	NANOS1	890.667	0.152	0.991	0.154	0.126	5.000
NT5C3B-2	NT5C3B	889.333	-1.666	0.991	-1.682	0.730	5.000
ZFP36L2-2	ZFP36L2	889.333	0.297	0.991	0.300	0.192	5.000
OGFOD1-2	OGFOD1	889.000	-0.056	0.991	-0.057	0.108	5.000
chr17_2	chr17_2	889.000	-0.133	0.991	-0.134	0.000	1.000
MSH2-3	MSH2	888.667	0.386	0.991	0.389	0.177	5.000
MROH2B-4	MROH2B	887.667	0.154	0.991	0.155	0.129	5.000
chr18_5	chr18_5	886.000	0.349	0.991	0.352	0.000	1.000
RFC4-2	RFC4	885.333	-0.336	0.991	-0.339	1.081	5.000
TRHDE-4	TRHDE	883.333	0.093	0.991	0.094	0.243	5.000
GTF3C2-2	GTF3C2	882.667	-0.628	0.991	-0.634	0.888	5.000
POLI-1	POLI	882.667	0.083	0.991	0.084	0.116	5.000
RPS3A-1	RPS3A	882.000	-1.255	0.991	-1.266	0.735	5.000
PSMD6-2	PSMD6	881.000	0.048	0.991	0.049	1.501	5.000
COPA-2	COPA	880.000	-2.988	0.991	-3.016	2.329	5.000
RPL3-2	RPL3	880.000	-0.322	0.991	-0.325	0.724	5.000
chrX_9	chrX_9	879.000	0.375	0.991	0.378	0.000	1.000
PNRC1-3	PNRC1	879.000	0.212	0.991	0.214	0.178	5.000
XG-3	XG	878.000	0.147	0.991	0.148	0.532	5.000
INO80C-1	INO80C	876.667	-0.044	0.991	-0.045	0.190	5.000
SESN1-3	SESN1	874.667	0.122	0.991	0.124	0.068	5.000
RIMS4-4	RIMS4	874.000	-0.102	0.991	-0.103	0.180	5.000
RPS24-1	RPS24	873.667	0.179	0.991	0.181	1.530	5.000
DUOX2-5	DUOX2	873.333	0.143	0.991	0.144	0.089	5.000
COL14A1-2	COL14A1	873.000	0.019	0.991	0.019	0.232	5.000
SLC16A13-4	SLC16A13	872.667	-0.014	0.991	-0.015	0.098	5.000
SHCBP1L-2	SHCBP1L	871.667	0.096	0.991	0.097	0.059	5.000
IGFLR1-3	IGFLR1	870.333	0.034	0.991	0.034	0.178	5.000
ZNF431-5	ZNF431	869.667	-2.916	0.991	-2.943	1.225	5.000
chr12_3	chr12_3	867.333	0.031	0.991	0.031	0.000	1.000
MLF1-3	MLF1	867.333	0.001	0.991	0.001	0.152	5.000
POLD4-3	POLD4	866.333	0.103	0.991	0.104	0.127	5.000
SMIM18-5	SMIM18	866.000	0.144	0.991	0.146	0.041	5.000
PRKG1-5	PRKG1	865.667	0.227	0.991	0.229	0.108	5.000
ZCCHC10-1	ZCCHC10	865.000	0.004	0.991	0.004	0.192	5.000
FANCM-3	FANCM	864.333	0.328	0.991	0.331	0.677	5.000
PLA2G2A-5	PLA2G2A	863.333	0.243	0.991	0.246	0.141	5.000
RAD51-2	RAD51	862.000	-3.128	0.991	-3.157	0.590	5.000
OLFML3-1	OLFML3	862.000	-0.070	0.991	-0.070	0.203	5.000
chr14_7	chr14_7	861.667	-0.176	0.991	-0.178	0.000	1.000
HIST4H4-5	HIST4H4	861.333	0.136	0.991	0.138	0.837	5.000
DNA2-1	DNA2	861.000	-3.352	0.991	-3.384	1.106	5.000
chr6_7	chr6_7	859.667	-0.094	0.991	-0.095	0.000	1.000
TMEM176A-1	TMEM176A	859.333	0.402	0.991	0.406	0.110	5.000
TFG-2	TFG	859.333	-0.484	0.991	-0.488	0.205	5.000
ADAM9-3	ADAM9	858.667	0.021	0.991	0.021	0.091	5.000
DXO-3	DXO	858.000	0.060	0.991	0.060	0.280	5.000
RPS7-1	RPS7	857.333	-0.594	0.991	-0.599	0.723	5.000
LMOD3-4	LMOD3	856.000	0.248	0.991	0.250	0.117	5.000
PSMD11-1	PSMD11	854.667	-1.646	0.991	-1.661	1.817	5.000
